Species,Age,Sex,AIV,Site,Latitude,Longitude,Year,Temperature,Population_Density
ABDU,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
NOPI,HY,M,0,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.44285714,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.44285714,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.44285714,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.44285714,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.44285714,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.44285714,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.44285714,1.143342162
AGWT,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.44285714,1.143342162
MALL,HY,M,1,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,1,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,1,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,F,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,F,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,F,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,F,0,Komoka,42.943600000000004,-81.4222,2007,19.1,1.09218047
MALL,HY,M,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
MALL,HY,M,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
MALL,HY,F,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
MALL,HY,M,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
MALL,HY,F,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
MALL,HY,M,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
MALL,HY,M,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
MALL,HY,F,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
BWTE,HY,F,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
BWTE,HY,M,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
BWTE,HY,M,0,Hilliardton Marsh,47.75,-79.7,2007,14.52857143,1.728086873
ABDU,HY,M,0,Eddy Road,45.85691,-64.23602,2007,16.72142857,1.674110398
ABDU,HY,M,0,Eddy Road,45.85003,-64.23391,2007,16.72142857,1.674110398
MALL,HY,M,1,Beausejour Marsh,45.85572,-64.26802,2007,16.72142857,1.564140568
MALL,HY,M,0,Beausejour Marsh,45.85572,-64.26802,2007,16.72142857,1.564140568
MALL,HY,M,0,Beausejour Marsh,45.85572,-64.26802,2007,16.72142857,1.564140568
MALL,HY,M,0,Beausejour Marsh,45.85572,-64.26802,2007,16.72142857,1.564140568
MALL,HY,M,0,Beausejour Marsh,45.85572,-64.26802,2007,16.72142857,1.564140568
AGWT,HY,M,1,Beausejour Marsh,45.85572,-64.26802,2007,16.72142857,1.564140568
MBDH,HY,M,0,Beausejour Marsh,45.85572,-64.26802,2007,16.72142857,1.564140568
MALL,HY,M,0,Amherst Point,45.78494,-64.2561,2007,16.72142857,1.674110398
MALL,HY,F,0,Pike Lake,47.48333333,-79.85,2007,14.95,1.728086873
MALL,HY,F,0,Pike Lake,47.48333333,-79.85,2007,14.95,1.728086873
MALL,HY,M,0,Pike Lake,47.48333333,-79.85,2007,14.95,1.728086873
MALL,HY,F,0,Pike Lake,47.48333333,-79.85,2007,14.95,1.728086873
MALL,HY,F,0,Pike Lake,47.48333333,-79.85,2007,14.95,1.728086873
MALL,HY,F,0,Pike Lake,47.48333333,-79.85,2007,14.95,1.728086873
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.61428571,1.143342162
ABDU,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
MALL,HY,F,1,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.61428571,1.143342162
MALL,HY,M,1,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.61428571,1.143342162
MALL,HY,F,0,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.61428571,1.143342162
ABDU,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
ABDU,HY,M,0,Lac Saint-Pierre,46.15230556,-72.72616667,2007,16.61428571,1.143342162
ABDU,HY,F,1,Lac Saint-Pierre,46.15133333,-72.72991667,2007,16.61428571,1.143342162
MALL,HY,M,1,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,F,1,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,1,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,1,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,1,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,F,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,F,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,F,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,F,0,Komoka,42.943600000000004,-81.4222,2007,19.28571429,1.09218047
MALL,HY,M,1,Eddy Road,45.85691,-64.23602,2007,16.82142857,1.674110398
MALL,HY,M,1,Eddy Road,45.85691,-64.23602,2007,16.82142857,1.674110398
MALL,HY,F,1,Eddy Road,45.85691,-64.23602,2007,16.82142857,1.674110398
ABDU,HY,M,0,Eddy Road,45.85691,-64.23602,2007,16.82142857,1.674110398
ABDU,HY,M,0,Burgess,45.80387,-64.26798,2007,16.82142857,1.674110398
ABDU,HY,F,0,Burgess,45.80387,-64.26798,2007,16.82142857,1.674110398
MALL,HY,F,0,Beausejour Marsh,45.85522,-64.27043,2007,16.82142857,1.564140568
ABDU,HY,M,0,Beausejour Marsh,45.85522,-64.27043,2007,16.82142857,1.564140568
AGWT,HY,M,0,Beausejour Marsh,45.85522,-64.27043,2007,16.82142857,1.564140568
MALL,HY,M,0,Amherst Point,45.78422,-64.25789,2007,16.82142857,1.674110398
MALL,HY,F,0,Amherst Point,45.78422,-64.25789,2007,16.82142857,1.674110398
MALL,HY,F,1,Komoka,42.943600000000004,-81.4222,2007,19.57857143,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.57857143,1.09218047
MALL,HY,M,0,Komoka,42.943600000000004,-81.4222,2007,19.57857143,1.09218047
BWTE,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
ABDU,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,F,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
BWTE,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
ABDU,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
ABDU,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
ABDU,HY,M,0,Hay Creek,49.55,-82.16666667,2007,15.37142857,1.728086873
MALL,HY,M,1,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
AMWI,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
AMWI,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
ABDU,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
ABDU,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,AHY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
BWTE,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
AMWI,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
AMWI,AHY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
AMWI,HY,F,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
AGWT,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
AGWT,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
AGWT,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
AGWT,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
ABDU,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
ABDU,HY,M,0,Hay Creek,49.05,-83.08333333,2007,15.45,1.728086873
MALL,HY,F,1,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MBDH,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,1,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,1,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
BWTE,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
BWTE,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
BWTE,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
BWTE,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
BWTE,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
BWTE,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,F,1,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,M,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
ABDU,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MBDH,HY,F,0,Whitefish River,48.35,-80.83333333,2007,15.47857143,1.728086873
MALL,HY,F,0,Dundonald,48.68333333,-80.86666667,2007,15.45714286,1.728086873
MALL,HY,F,0,Dundonald,48.68333333,-80.86666667,2007,15.45714286,1.728086873
MALL,HY,M,0,Dundonald,48.68333333,-80.86666667,2007,15.45714286,1.728086873
